PubNum,PubDate,PubMainClass,PubSubClass,PubNumClaims
US04788900,1988-12-06,100,88,14
US04787309,1988-11-29,100,145,6
US04787308,1988-11-29,100,50,26
US04785732,1988-11-22,100,257,11
US04785731,1988-11-22,100,4,16
US04785730,1988-11-22,100,19R,6
US04784562,1988-11-15,100,215,3
US04784058,1988-11-15,100,35,10
US04782749,1988-11-08,100,271,2
US04782748,1988-11-08,100,95,23
US04782747,1988-11-08,100,37,11
US04781111,1988-11-01,100,99,12
US04781110,1988-11-01,100,26,8
US04779528,1988-10-25,100,117,19
US04779527,1988-10-25,100,88,17
US04779526,1988-10-25,100,5,15
US04777874,1988-10-18,100,220,4
US04777873,1988-10-18,100,218,7
US04776269,1988-10-11,100,37,31
US04774880,1988-10-04,100,97,14
US04773325,1988-09-27,100,282,1
US04771686,1988-09-20,100,255,3
US04771685,1988-09-20,100,245,3
US04771684,1988-09-20,100,131,10
US04771683,1988-09-20,100,308,10
US04770095,1988-09-13,100,170,7
US04770094,1988-09-13,100,163A,19
US04770093,1988-09-13,100,88,8
US04768434,1988-09-06,100,157,7
US04768433,1988-09-06,100,328,7
US04768432,1988-09-06,100,89,5
US04768431,1988-09-06,100,88,9
US04768430,1988-09-06,100,37,3
US04766808,1988-08-30,100,232,7
US04765238,1988-08-23,100,89,12
US04765237,1988-08-23,100,89,16
US04765236,1988-08-23,100,88,7
US04765235,1988-08-23,100,3,24
US04763574,1988-08-16,100,98R,1
US04762062,1988-08-09,100,280,20
US04762061,1988-08-09,100,35,1
US04760784,1988-08-02,100,220,19
US04760783,1988-08-02,100,137,2
US04760782,1988-08-02,100,116,7
US04760781,1988-08-02,100,346,7
US04759281,1988-07-26,100,295,4
US04759280,1988-07-26,100,257,9
US04759279,1988-07-26,100,89,8
US04759278,1988-07-26,100,88,4
US04757758,1988-07-19,100,245,8
US04757757,1988-07-19,100,41,14
US04756244,1988-07-12,100,41,2
US04754713,1988-07-05,100,144,3
US04753160,1988-06-28,100,315,11
US04750418,1988-06-14,100,50,10
US04750417,1988-06-14,100,35,5
US04748908,1988-06-07,100,219,10
US04748907,1988-06-07,100,153,9
US04748906,1988-06-07,100,328,4
US04748905,1988-06-07,100,90,14
US04747344,1988-05-31,100,173,4
US04747343,1988-05-31,100,145,13
US04745856,1988-05-24,100,249,8
US04742768,1988-05-10,100,88,6
US04739700,1988-04-26,100,29,2
US04738197,1988-04-19,100,38,13
US04738196,1988-04-19,100,328,17
US04736678,1988-04-12,100,163A,16
US04735137,1988-04-05,100,244,4
US04735136,1988-04-05,100,52,12
US04730555,1988-03-15,100,37,12
US04729304,1988-03-08,100,218,17
US04729303,1988-03-08,100,214,7
US04729302,1988-03-08,100,214,3
US04729301,1988-03-08,100,43,13
US04729300,1988-03-08,100,43,10
US04727804,1988-03-01,100,215,2
US04727803,1988-03-01,100,7,13
US04724757,1988-02-16,100,46,6
US04723883,1988-02-09,100,7,9
US04723484,1988-02-09,100,38,18
US04722270,1988-02-02,100,233,23
US04722269,1988-02-02,100,156,5
US04721040,1988-01-26,100,211,2
US04721039,1988-01-26,100,47,9
US04721038,1988-01-26,100,8,11
US04719852,1988-01-19,100,229A,10
US04719851,1988-01-19,100,45,14
US04718339,1988-01-12,100,295,11
US04718338,1988-01-12,100,121,9
US04718337,1988-01-12,100,75,8
US04718336,1988-01-12,100,3,25
US04718335,1988-01-12,100,3,2
US04716825,1988-01-05,100,226,18
US04889049,1989-12-26,100,171,12
US04889048,1989-12-26,100,313,24
US04889047,1989-12-26,100,87,1
US04885991,1989-12-12,100,99,7
US04885990,1989-12-12,100,88,3
US04884502,1989-12-05,100,233,8
US04884501,1989-12-05,100,176,1
US04881459,1989-11-21,100,95,6
US04876955,1989-10-31,100,219,6
US04873923,1989-10-17,100,258R,2
US04872404,1989-10-10,100,125,16
US04870898,1989-10-03,100,345,4
US04867055,1989-09-19,100,173,16
US04867054,1989-09-19,100,331,11
US04867053,1989-09-19,100,26,6
US04862797,1989-09-05,100,189,11
US04862796,1989-09-05,100,173,5
US04860647,1989-08-29,100,234,6
US04860646,1989-08-29,100,48,14
US04850272,1989-07-25,100,286,11
US04850271,1989-07-25,100,88,14
US04848225,1989-07-18,100,176,17
US04848224,1989-07-18,100,118,20
US04848223,1989-07-18,100,117,2
US04848222,1989-07-18,100,35,10
US04846056,1989-07-11,100,281,10
US04846055,1989-07-11,100,35,4
US04841853,1989-06-27,100,245,15
US04841852,1989-06-27,100,100,20
US04841851,1989-06-27,100,5,28
US04838156,1989-06-13,100,47,15
US04836101,1989-06-06,100,215,3
US04836100,1989-06-06,100,118,12
US04829895,1989-05-16,100,126,6
US04827840,1989-05-09,100,280,6
US04827839,1989-05-09,100,346,9
US04825760,1989-05-02,100,188R,4
US04823690,1989-04-25,100,163A,12
US04823689,1989-04-25,100,155R,42
US04823688,1989-04-25,100,328,13
US04823687,1989-04-25,100,346,12
US04823686,1989-04-25,100,26,8
US04821637,1989-04-18,100,88,4
US04821636,1989-04-18,100,19R,7
US04819555,1989-04-11,100,257,16
US04819554,1989-04-11,100,224,19
US04817521,1989-04-04,100,240,11
US04817520,1989-04-04,100,41,27
US04817519,1989-04-04,100,32,6
US04815373,1989-03-28,100,41,4
US04815372,1989-03-28,100,4,4
US04815371,1989-03-28,100,35,8
US04813349,1989-03-21,100,162B,13
US04813348,1989-03-21,100,5,5
US04811660,1989-03-14,100,229A,11
US04811659,1989-03-14,100,118,15
US04809602,1989-03-07,100,35,39
US04809600,1989-03-07,100,193,6
US04809599,1989-03-07,100,176,10
US04809598,1989-03-07,100,156,6
US04807525,1989-02-28,100,153,40
US04805528,1989-02-21,100,3,10
US04802408,1989-02-07,100,90,1
US04800811,1989-01-31,100,5,10
US04799426,1989-01-24,100,218,8
US04799425,1989-01-24,100,194,2
US04799424,1989-01-24,100,154,21
US04798134,1989-01-17,100,171,8
US04796525,1989-01-10,100,329,18
US04796524,1989-01-10,100,3,21
US04794855,1989-01-03,100,154,13
US04794854,1989-01-03,100,112,12
US04979442,1990-12-25,100,89,3
US04977827,1990-12-18,100,7,14
US04976196,1990-12-11,100,233,19
US04974506,1990-12-04,100,102,18
US04972770,1990-11-27,100,87,11
US04970951,1990-11-20,100,289,1
US04970950,1990-11-20,100,269.08,2
US04967653,1990-11-06,100,168,5
US04967652,1990-11-06,100,43,18
US04962701,1990-10-16,100,215,4
US04961375,1990-10-09,100,45,7
US04960046,1990-10-02,100,331,12
US04960045,1990-10-02,100,43,7
US04958558,1990-09-25,100,41,7
US04953458,1990-09-04,100,269.1,18
US04953457,1990-09-04,100,37,3
US04951563,1990-08-28,100,111,20
US04951562,1990-08-28,100,8,21
US04949634,1990-08-21,100,118,16
US04949633,1990-08-21,100,65,6
US04947743,1990-08-14,100,45,16
US04944221,1990-07-31,100,286,17
US04944220,1990-07-31,100,90,10
US04942812,1990-07-24,100,214,5
US04941404,1990-07-17,100,117,13
US04939989,1990-07-10,100,13,13
US04936207,1990-06-26,100,47,6
US04936206,1990-06-26,100,3,30
US04934262,1990-06-19,100,34,5
US04934261,1990-06-19,100,32,8
US04930411,1990-06-05,100,4,8
US04930410,1990-06-05,100,3,2
US04928589,1990-05-29,100,170,19
US04926749,1990-05-22,100,177,13
US04926748,1990-05-22,100,34,8
US04924772,1990-05-15,100,163R,25
US04922815,1990-05-08,100,219,5
US04920877,1990-05-01,100,171,10
US04920876,1990-05-01,100,48,12
US04917009,1990-04-17,100,118,1
US04917008,1990-04-17,100,5,12
US04915026,1990-04-10,100,162R,19
US04915024,1990-04-10,100,162B,32
US04909141,1990-03-20,100,244,5
US04907503,1990-03-13,100,65,3
US04905588,1990-03-06,100,232,12
US04901637,1990-02-20,100,170,13
US04901636,1990-02-20,100,117,18
US04899651,1990-02-13,100,87,9
US04896594,1990-01-30,100,269.05,8
US04896593,1990-01-30,100,345,18
US04890552,1990-01-02,100,233,14
US04890551,1990-01-02,100,163A,25
US04890550,1990-01-02,100,37,16
US05076160,1991-12-31,100,145,4
US05076159,1991-12-31,100,35,10
US05074204,1991-12-24,100,49,6
US05072667,1991-12-17,100,3,5
US05071504,1991-12-10,100,314,12
US05070780,1991-12-10,100,88,12
US05070779,1991-12-10,100,31,6
US05069121,1991-12-03,100,137,12
US05069120,1991-12-03,100,323,6
US05067398,1991-11-26,100,345,2
US05065673,1991-11-19,100,40,22
US05063841,1991-11-12,100,142,9
US05063840,1991-11-12,100,121,4
US05062358,1991-11-05,100,218,12
US05062357,1991-11-05,100,347,25
US05060566,1991-10-29,100,272,13
US05060565,1991-10-29,100,331,10
US05060564,1991-10-29,100,52,11
US05058498,1991-10-22,100,288,3
US05058497,1991-10-22,100,155R,4
US05058496,1991-10-22,100,35,10
US05058495,1991-10-22,100,4,12
US05056428,1991-10-15,100,220,4
US05056427,1991-10-15,100,211,2
US05056426,1991-10-15,100,26,8
US05054388,1991-10-08,100,154,9
US05054387,1991-10-08,100,5,5
US05050493,1991-09-24,100,106,2
US05048428,1991-09-17,100,90,1
US05048413,1991-09-17,100,226,3
US05048412,1991-09-17,100,137,6
US05048411,1991-09-17,100,331,8
US05048410,1991-09-17,100,48,1
US05048409,1991-09-17,100,48,8
US05048408,1991-09-17,100,12,9
US05044273,1991-09-03,100,162B,18
US05044272,1991-09-03,100,89,6
US05044271,1991-09-03,100,349,14
US05044270,1991-09-03,100,353,6
US05044269,1991-09-03,100,38,20
US05042374,1991-08-27,100,229A,2
US05042373,1991-08-27,100,327,15
US05042372,1991-08-27,100,38,20
US05042371,1991-08-27,100,15,15
US05038678,1991-08-13,100,170,10
US05038677,1991-08-13,100,137,7
US05035174,1991-07-30,100,52,5
US05033375,1991-07-23,100,265,14
US05033374,1991-07-23,100,95,9
US05033373,1991-07-23,100,38,20
US05031524,1991-07-16,100,48,11
US05031523,1991-07-16,100,25,20
US05029522,1991-07-09,100,233,17
US05029521,1991-07-09,100,38,42
US05027701,1991-07-02,100,26,2
US05027700,1991-07-02,100,4,15
US05025721,1991-06-25,100,229A,18
US05025720,1991-06-25,100,226,7
US05025719,1991-06-25,100,99,16
US05025718,1991-06-25,100,88,15
US05025717,1991-06-25,100,88,10
US05024152,1991-06-18,100,188R,10
US05024151,1991-06-18,100,349,17
US05024150,1991-06-18,100,35,18
US05024149,1991-06-18,100,32,10
US05022319,1991-06-11,100,170,4
US05022318,1991-06-11,100,47,15
US05022317,1991-06-11,100,35,11
US05022316,1991-06-11,100,34,20
US05014613,1991-05-14,100,5,12
US05012733,1991-05-07,100,2,8
US05012732,1991-05-07,100,35,2
US05012731,1991-05-07,100,110,26
US05012730,1991-05-07,100,160,10
US05012729,1991-05-07,100,278,12
US05010810,1991-04-30,100,49,1
US05010809,1991-04-30,100,35,3
US05009155,1991-04-23,100,233,7
US05009154,1991-04-23,100,5,5
US05009153,1991-04-23,100,2,16
US05007337,1991-04-16,100,188R,7
US05005473,1991-04-09,100,154,3
US05001978,1991-03-26,100,215,17
US05001977,1991-03-26,100,102,3
US05001976,1991-03-26,100,45,13
US05001975,1991-03-26,100,38,17
US05001974,1991-03-26,100,4,24
US04998961,1991-03-12,100,4,9
US04998469,1991-03-12,100,2,6
US04996920,1991-03-05,100,242,6
US04996919,1991-03-05,100,145,4
US04996918,1991-03-05,100,52,17
US04995314,1991-02-26,100,152,6
US04993318,1991-02-19,100,34,24
US04993317,1991-02-19,100,4,5
US04991500,1991-02-12,100,90,5
US04991499,1991-02-12,100,47,10
US04991498,1991-02-12,100,8,8
US04989507,1991-02-05,100,91,5
US04989506,1991-02-05,100,90,39
US04987829,1991-01-29,100,45,18
US04986178,1991-01-22,100,174,22
US04986177,1991-01-22,100,163R,12
US04984516,1991-01-15,100,90,13
US04982658,1991-01-08,100,7,4
US05174199,1992-12-29,100,48,15
US05174198,1992-12-29,100,3,6
US05172630,1992-12-22,100,193,10
US05172629,1992-12-22,100,35,18
US05170702,1992-12-15,100,19R,4
US05170701,1992-12-15,100,2,9
US05167343,1992-12-01,100,102,9
US05167185,1992-12-01,100,226,19
US05167184,1992-12-01,100,91,6
US05165335,1992-11-24,100,112,6
US05165334,1992-11-24,100,112,6
US05165333,1992-11-24,100,88,19
US05165332,1992-11-24,100,88,6
US05163365,1992-11-17,100,38,24
US05163364,1992-11-17,100,38,20
US05163363,1992-11-17,100,35,10
US05159877,1992-11-03,100,144,18
US05159876,1992-11-03,100,88,24
US05159875,1992-11-03,100,34,19
US05158014,1992-10-27,100,74,13
US05158013,1992-10-27,100,45,7
US05158012,1992-10-27,100,38,4
US05156087,1992-10-20,100,322,12
US05156086,1992-10-20,100,38,3
US05156085,1992-10-20,100,4,4
US05154117,1992-10-13,100,155G,15
US05152215,1992-10-06,100,45,24
US05152214,1992-10-06,100,12,13
US05150647,1992-09-29,100,90,1
US05150646,1992-09-29,100,34,5
US05148740,1992-09-22,100,264,10
US05148739,1992-09-22,100,45,48
US05146848,1992-09-15,100,345,30
US05146847,1992-09-15,100,2,6
US05144890,1992-09-08,100,163A,7
US05144889,1992-09-08,100,74,3
US05142974,1992-09-01,100,137,13
US05140897,1992-08-25,100,153,7
US05138942,1992-08-18,100,88,15
US05138941,1992-08-18,100,349,7
US05136935,1992-08-11,100,155G,11
US05136934,1992-08-11,100,125,4
US05134930,1992-08-04,100,42,1
US05134929,1992-08-04,100,37,9
US05133252,1992-07-28,100,295,10
US05133251,1992-07-28,100,19R,13
US05131324,1992-07-21,100,153,21
US05131323,1992-07-21,100,331,11
US05129318,1992-07-14,100,352,15
US05129317,1992-07-14,100,48,12
US05125333,1992-06-30,100,94,5
US05125332,1992-06-30,100,50,20
US05125331,1992-06-30,100,37,10
US05125330,1992-06-30,100,35,6
US05123342,1992-06-23,100,289,13
US05123341,1992-06-23,100,223,4
US05123340,1992-06-23,100,330,3
US05123339,1992-06-23,100,52,4
US05123338,1992-06-23,100,43,4
US05121685,1992-06-16,100,49,10
US05121684,1992-06-16,100,38,20
US05121683,1992-06-16,100,38,15
US05121682,1992-06-16,100,26,31
US05121680,1992-06-16,100,12,16
US05119722,1992-06-09,100,221,10
US05117750,1992-06-02,100,45,22
US05115736,1992-05-26,100,90,20
US05115735,1992-05-26,100,43,9
US05115734,1992-05-26,100,5,25
US05113756,1992-05-19,100,48,8
US05111741,1992-05-12,100,45,11
US05111564,1992-05-12,100,329,13
US05109766,1992-05-05,100,257,14
US05109765,1992-05-05,100,155G,6
US05109764,1992-05-05,100,99,19
US05109763,1992-05-05,100,48,17
US05109762,1992-05-05,100,2,5
US05107757,1992-04-28,100,90,11
US05105736,1992-04-21,100,345,1
US05103721,1992-04-14,100,37,14
US05101720,1992-04-07,100,99,11
US05101719,1992-04-07,100,98A,10
US05097760,1992-03-24,100,88,33
US05095815,1992-03-17,100,174,3
US05094308,1992-03-10,100,38,10
US05094159,1992-03-10,100,215,5
US05094158,1992-03-10,100,112,6
US05094157,1992-03-10,100,345,7
US05092236,1992-03-03,100,220,13
US05092235,1992-03-03,100,168,17
US05092234,1992-03-03,100,351,16
US05092233,1992-03-03,100,38,20
US05090309,1992-02-25,100,226,5
US05090308,1992-02-25,100,215,1
US05090307,1992-02-25,100,35,11
US05088400,1992-02-18,100,257,16
US05088399,1992-02-18,100,218,10
US05088398,1992-02-18,100,154,8
US05088397,1992-02-18,100,145,4
US05088396,1992-02-18,100,35,9
US05088395,1992-02-18,100,30,14
US05088394,1992-02-18,100,12,6
US05085141,1992-02-04,100,155G,9
US05085140,1992-02-04,100,121,8
US05083510,1992-01-28,100,100,19
US05083509,1992-01-28,100,73,17
US05081922,1992-01-21,100,50,5
US05081921,1992-01-21,100,37,13
US05080011,1992-01-14,100,229A,7
US05080010,1992-01-14,100,160,15
US05080009,1992-01-14,100,88,10
US05078060,1992-01-07,100,218,1
US05078059,1992-01-07,100,98A,4
US05078058,1992-01-07,100,32,16
US05078057,1992-01-07,100,25,22
US05272969,1993-12-28,100,110,20
US05272968,1993-12-28,100,110,2
US05272967,1993-12-28,100,311,19
US05272966,1993-12-28,100,2,5
US05271321,1993-12-21,100,220,7
US05271320,1993-12-21,100,147,42
US05271319,1993-12-21,100,90,9
US05271318,1993-12-21,100,342,6
US05267511,1993-12-07,100,223,28
US05267509,1993-12-07,100,114,19
US05267508,1993-12-07,100,26,3
US05265530,1993-11-30,100,233,22
US05263412,1993-11-23,100,229A,13
US05263411,1993-11-23,100,98R,9
US05263410,1993-11-23,100,88,14
US05261324,1993-11-16,100,158R,10
US05261323,1993-11-16,100,88,9
US05259306,1993-11-09,100,160,8
US05259304,1993-11-09,100,99,21
US05257577,1993-11-02,100,99,7
US05257576,1993-11-02,100,48,15
US05255597,1993-10-26,100,17,6
US05253573,1993-10-19,100,346,14
US05253572,1993-10-19,100,48,20
US05253571,1993-10-19,100,41,7
US05253570,1993-10-19,100,41,20
US05251553,1993-10-12,100,151,9
US05251552,1993-10-12,100,127,7
US05251551,1993-10-12,100,307,11
US05251546,1993-10-12,100,346,17
US05251545,1993-10-12,100,41,18
US05251544,1993-10-12,100,26,4
US05249518,1993-10-05,100,26,6
US05249517,1993-10-05,100,4,19
US05247881,1993-09-28,100,48,8
US05247880,1993-09-28,100,7,37
US05245920,1993-09-21,100,38,12
US05243903,1993-09-14,100,102,10
US05243902,1993-09-14,100,46,2
US05243901,1993-09-14,100,7,28
US05241903,1993-09-07,100,349,26
US05239921,1993-08-31,100,48,4
US05239920,1993-08-31,100,45,19
US05239919,1993-08-31,100,35,9
US05237916,1993-08-24,100,269.14,12
US05237915,1993-08-24,100,162R,18
US05233917,1993-08-10,100,232,6
US05231924,1993-08-03,100,163A,14
US05231923,1993-08-03,100,46,12
US05231922,1993-08-03,100,37,7
US05230282,1993-07-27,100,34,5
US05226360,1993-07-13,100,219,2
US05226359,1993-07-13,100,88,9
US05226357,1993-07-13,100,47,9
US05226356,1993-07-13,100,41,11
US05220866,1993-06-22,100,221,14
US05218904,1993-06-15,100,214,9
US05218902,1993-06-15,100,90,5
US05218901,1993-06-15,100,353,13
US05218900,1993-06-15,100,343,15
US05215010,1993-06-01,100,266,7
US05215009,1993-06-01,100,162R,4
US05215008,1993-06-01,100,47,3
US05215007,1993-06-01,100,45,25
US05215006,1993-06-01,100,5,7
US05215005,1993-06-01,100,5,7
US05213031,1993-05-25,100,98R,20
US05213030,1993-05-25,100,35,2
US05211109,1993-05-18,100,98R,12
US05211108,1993-05-18,100,48,8
US05207154,1993-05-04,100,37,29
US05203262,1993-04-20,100,233,20
US05203261,1993-04-20,100,42,7
US05203260,1993-04-20,100,9,2
US05203227,1993-04-20,100,280,1
US05201864,1993-04-13,100,34,8
US05201267,1993-04-13,100,48,7
US05201266,1993-04-13,100,35,6
US05195432,1993-03-23,100,229A,14
US05195431,1993-03-23,100,214,6
US05195430,1993-03-23,100,168,8
US05195429,1993-03-23,100,96,11
US05195428,1993-03-23,100,73,9
US05193455,1993-03-16,100,208,5
US05193454,1993-03-16,100,142,5
US05193453,1993-03-16,100,100,7
US05193452,1993-03-16,100,46,6
US05193451,1993-03-16,100,43,5
US05193450,1993-03-16,100,88,24
US05193449,1993-03-16,100,5,17
US05191833,1993-03-09,100,88,10
US05188024,1993-02-23,100,274,3
US05188023,1993-02-23,100,145,10
US05188022,1993-02-23,100,52,4
US05186099,1993-02-16,100,35,3
US05184548,1993-02-09,100,73,3
US05184547,1993-02-09,100,50,24
US05184545,1993-02-09,100,5,8
US05182988,1993-02-02,100,98R,8
US05182987,1993-02-02,100,87,3
US05182986,1993-02-02,100,41,6
US05182985,1993-02-02,100,35,8
US05181463,1993-01-26,100,137,15
US05181462,1993-01-26,100,98R,1
US05181461,1993-01-26,100,88,3
US05181460,1993-01-26,100,34,7
US05179895,1993-01-19,100,193,1
US05179894,1993-01-19,100,163A,20
US05179893,1993-01-19,100,98R,5
US05179892,1993-01-19,100,32,3
US05178062,1993-01-12,100,269.17,17
US05178061,1993-01-12,100,65,13
US05176075,1993-01-05,100,282,2
US05176074,1993-01-05,100,116,7
US05176073,1993-01-05,100,112,5
US05176072,1993-01-05,100,90,4
US05375514,1994-12-27,100,145,14
US05375513,1994-12-27,100,346,5
US05373782,1994-12-20,100,233,7
US05372063,1994-12-13,100,110,6
US05372062,1994-12-13,100,37,15
US05370045,1994-12-06,100,282,21
US05370044,1994-12-06,100,234,3
US05367952,1994-11-29,100,45,4
US05365838,1994-11-22,100,112,28
US05365837,1994-11-22,100,100,7
US05365836,1994-11-22,100,5,16
US05363759,1994-11-15,100,110,10
US05363758,1994-11-15,100,43,2
US05363757,1994-11-15,100,39,14
US05361692,1994-11-08,100,229A,10
US05361691,1994-11-08,100,107,7
US05361690,1994-11-08,100,48,7
US05357855,1994-10-25,100,48,9
US05357854,1994-10-25,100,38,12
US05355790,1994-10-18,100,211,7
US05355789,1994-10-18,100,92,21
US05355788,1994-10-18,100,49,9
US05355787,1994-10-18,100,27,7
US05355786,1994-10-18,100,25,12
US05353698,1994-10-11,100,3,18
US05351613,1994-10-04,100,98R,20
US05351612,1994-10-04,100,339,6
US05351611,1994-10-04,100,30,5
US05349902,1994-09-27,100,48,18
US05349901,1994-09-27,100,37,23
US05347923,1994-09-20,100,137,10
US05347922,1994-09-20,100,108,7
US05347921,1994-09-20,100,98R,4
US05347920,1994-09-20,100,4,5
US05347919,1994-09-20,100,12,9
US05345861,1994-09-13,100,257,18
US05343801,1994-09-06,100,47,5
US05341731,1994-08-30,100,100,20
US05341730,1994-08-30,100,37,15
US05337658,1994-08-16,100,127,20
US05337656,1994-08-16,100,98R,31
US05337655,1994-08-16,100,311,2
US05335604,1994-08-09,100,119,7
US05335593,1994-08-09,100,165,21
US05335592,1994-08-09,100,151,6
US05335591,1994-08-09,100,116,9
US05333556,1994-08-02,100,338,4
US05333544,1994-08-02,100,341,9
US05333543,1994-08-02,100,347,10
US05333542,1994-08-02,100,45,24
US05333541,1994-08-02,100,41,4
US05331889,1994-07-26,100,137,14
US05331888,1994-07-26,100,125,7
US05329849,1994-07-19,100,162B,15
US05329847,1994-07-19,100,162B,5
US05329846,1994-07-19,100,50,35
US05329844,1994-07-19,100,331,17
US05327824,1994-07-12,100,199,15
US05327823,1994-07-12,100,88,9
US05327822,1994-07-12,100,45,10
US05327821,1994-07-12,100,5,7
US05327820,1994-07-12,100,5,8
US05325771,1994-07-05,100,37,20
US05325770,1994-07-05,100,3,1
US05323698,1994-06-28,100,246,6
US05323697,1994-06-28,100,232,10
US05323696,1994-06-28,100,154,14
US05322009,1994-06-21,100,96,15
US05322008,1994-06-21,100,34,3
US05320036,1994-06-14,100,154,10
US05320035,1994-06-14,100,345,15
US05320034,1994-06-14,100,35,2
US05317965,1994-06-07,100,42,5
US05317963,1994-06-07,100,345,5
US05315926,1994-05-31,100,218,11
US05315925,1994-05-31,100,88,12
US05315924,1994-05-31,100,345,17
US05315923,1994-05-31,100,39,8
US05309829,1994-05-10,100,118,11
US05309828,1994-05-10,100,35,2
US05307739,1994-05-03,100,98R,5
US05305689,1994-04-26,100,169,24
US05303644,1994-04-19,100,312,27
US05303643,1994-04-19,100,51,7
US05303642,1994-04-19,100,50,7
US05303641,1994-04-19,100,35,1
US05301607,1994-04-12,100,98A,37
US05299493,1994-04-05,100,50,15
US05297481,1994-03-29,100,193,17
US05297480,1994-03-29,100,90,4
US05297479,1994-03-29,100,48,16
US05297478,1994-03-29,100,35,5
US05295432,1994-03-22,100,110,2
US05293816,1994-03-15,100,245,15
US05291826,1994-03-08,100,168,34
US05291825,1994-03-08,100,98R,14
US05291823,1994-03-08,100,76,7
US05289766,1994-03-01,100,329,17
US05289765,1994-03-01,100,34,2
US05287803,1994-02-22,100,45,5
US05287802,1994-02-22,100,4,8
US05285722,1994-02-15,100,347,16
US05285721,1994-02-15,100,43,7
US05285720,1994-02-15,100,35,2
US05284086,1994-02-08,100,102,8
US05282545,1994-02-01,100,34,6
US05282415,1994-02-01,100,160,3
US05279216,1994-01-18,100,269.19,6
US05279215,1994-01-18,100,48,58
US05277109,1994-01-11,100,112,17
US05277108,1994-01-11,100,314,3
US05275097,1994-01-04,100,113,18
US05275096,1994-01-04,100,303,30
US05471921,1995-12-05,100,90,3
US05471920,1995-12-05,100,30,5
US05471919,1995-12-05,100,7,11
US05471918,1995-12-05,100,4,1
US05469785,1995-11-28,100,137,5
US05469784,1995-11-28,100,334,7
US05469783,1995-11-28,100,49,21
US05467707,1995-11-21,100,292,9
US05467706,1995-11-21,100,282,6
US05467705,1995-11-21,100,214,12
US05467704,1995-11-21,100,131,17
US05467703,1995-11-21,100,50,17
US05467702,1995-11-21,100,35,18
US05467701,1995-11-21,100,4,16
US05465660,1995-11-14,100,48,79
US05465659,1995-11-14,100,30,5
US05465658,1995-11-14,100,5,14
US05463946,1995-11-07,100,314,7
US05463944,1995-11-07,100,35,7
US05461975,1995-10-31,100,188R,15
US05461973,1995-10-31,100,349,24
US05461972,1995-10-31,100,45,21
US05460085,1995-10-24,100,37,6
US05460084,1995-10-24,100,35,15
US05458058,1995-10-17,100,233,9
US05458057,1995-10-17,100,229R,5
US05456167,1995-10-10,100,95,4
US05456166,1995-10-10,100,351,12
US05456165,1995-10-10,100,35,3
US05454305,1995-10-03,100,137,17
US05454304,1995-10-03,100,43,11
US05452653,1995-09-26,100,24,3
US05452652,1995-09-26,100,7,14
US05450787,1995-09-19,100,5,7
US05448946,1995-09-12,100,249,17
US05448945,1995-09-12,100,100,21
US05448944,1995-09-12,100,88,20
US05447100,1995-09-05,100,161,4
US05445072,1995-08-29,100,48,3
US05445071,1995-08-29,100,38,19
US05443000,1995-08-22,100,163A,6
US05440978,1995-08-15,100,99,14
US05440977,1995-08-15,100,39,17
US05438920,1995-08-08,100,38,26
US05437226,1995-08-01,100,5,9
US05433145,1995-07-18,100,38,16
US05431097,1995-07-11,100,98R,12
US05431096,1995-07-11,100,125,2
US05427022,1995-06-27,100,214,4
US05427021,1995-06-27,100,70R,7
US05427020,1995-06-27,100,349,8
US05423251,1995-06-13,100,110,8
US05421252,1995-06-06,100,193,17
US05421251,1995-06-06,100,117,35
US05419253,1995-05-30,100,3,10
US05419245,1995-05-30,100,125,9
US05419242,1995-05-30,100,47,10
US05419241,1995-05-30,100,5,9
US05417155,1995-05-23,100,127,10
US05417154,1995-05-23,100,100,1
US05415087,1995-05-16,100,4,16
US05415086,1995-05-16,100,99,9
US05413036,1995-05-09,100,168,4
US05413035,1995-05-09,100,44,11
US05410956,1995-05-02,100,90,2
US05408938,1995-04-25,100,106,16
US05408925,1995-04-25,100,88,10
US05406883,1995-04-18,100,126,27
US05404811,1995-04-11,100,163R,25
US05404810,1995-04-11,100,38,5
US05402716,1995-04-04,100,233,16
US05400708,1995-03-28,100,168,23
US05400707,1995-03-28,100,311,9
US05400706,1995-03-28,100,4,16
US05398601,1995-03-21,100,348,14
US05396838,1995-03-14,100,116,18
US05392708,1995-02-28,100,215,10
US05392702,1995-02-28,100,163R,9
US05392701,1995-02-28,100,328,9
US05392700,1995-02-28,100,7,61
US05390593,1995-02-21,100,218,8
US05390592,1995-02-21,100,127,23
US05388507,1995-02-14,100,37,8
US05388506,1995-02-14,100,34,5
US05388505,1995-02-14,100,26,5
US05388504,1995-02-14,100,4,15
US05386770,1995-02-07,100,177,9
US05386769,1995-02-07,100,308,12
US05386768,1995-02-07,100,50,10
US05386767,1995-02-07,100,48,11
US05385089,1995-01-31,100,179,8
US05385088,1995-01-31,100,168,20
US05385087,1995-01-31,100,9,2
US05383397,1995-01-24,100,51,21
US05381732,1995-01-17,100,49,3
US05379689,1995-01-10,100,43,10
US05379688,1995-01-10,100,35,4
US05379687,1995-01-10,100,3,8
US05377584,1995-01-03,100,110,7
US05588358,1996-12-31,100,349,7
US05586495,1996-12-24,100,207,21
US05586494,1996-12-24,100,189,5
