PubNum,PubDate,PubMainClass,PubSubClass,PubNumClaims
US04212239,1980-07-15,100,37,24
US04212238,1980-07-15,100,32,7
US04211165,1980-07-08,100,162R,10
US04211164,1980-07-08,100,145,5
US04211163,1980-07-08,100,145,5
US04211162,1980-07-08,100,36,14
US04210075,1980-07-01,100,35,3
US04208961,1980-06-24,100,233,4
US04208960,1980-06-24,100,35,6
US04207811,1980-06-17,100,121,6
US04206701,1980-06-10,100,257,17
US04206700,1980-06-10,100,162B,13
US04206699,1980-06-10,100,346,18
US04206698,1980-06-10,100,17,5
US04205604,1980-06-03,100,95,7
US04205603,1980-06-03,100,35,9
US04205602,1980-06-03,100,4,6
US04203359,1980-05-20,100,209,11
US04202264,1980-05-13,100,269.04,9
US04202263,1980-05-13,100,95,7
US04202262,1980-05-13,100,4,12
US04201130,1980-05-06,100,271,3
US04201129,1980-05-06,100,233,6
US04201128,1980-05-06,100,45,4
US04201127,1980-05-06,100,7,10
US04198905,1980-04-22,100,162B,8
US04198904,1980-04-22,100,45,10
US04197796,1980-04-15,100,293,11
US04197795,1980-04-15,100,257,2
US04196661,1980-04-08,100,4,4
US04195565,1980-04-01,100,266,9
US04195564,1980-04-01,100,231,3
US04195563,1980-04-01,100,99,6
US04195562,1980-04-01,100,39,16
US04194446,1980-03-25,100,162B,3
US04193342,1980-03-18,100,154,6
US04193341,1980-03-18,100,326,10
US04193340,1980-03-18,100,34,7
US04192229,1980-03-11,100,158R,20
US04192228,1980-03-11,100,37,3
US04191103,1980-03-04,100,110,11
US04188879,1980-02-19,100,229A,6
US04188878,1980-02-19,100,212,7
US04188877,1980-02-19,100,290,12
US04188876,1980-02-19,100,232,5
US04188875,1980-02-19,100,218,1
US04188874,1980-02-19,100,170,10
US04188873,1980-02-19,100,98R,5
US04188872,1980-02-19,100,343,8
US04188871,1980-02-19,100,2,13
US04187777,1980-02-12,100,301,23
US04187776,1980-02-12,100,325,7
US04187775,1980-02-12,100,39,19
US04187773,1980-02-12,100,4,30
US04186658,1980-02-05,100,148,3
US04186657,1980-02-05,100,39,5
US04185549,1980-01-29,100,45,27
US04185548,1980-01-29,100,27,10
US04184426,1980-01-22,100,100,18
US04184425,1980-01-22,100,100,12
US04184424,1980-01-22,100,99,2
US04183295,1980-01-15,100,345,37
US04182238,1980-01-08,100,99,5
US04182237,1980-01-08,100,35,15
US04182236,1980-01-08,100,8,9
US04182235,1980-01-08,100,3,22
US04306495,1981-12-22,100,37,21
US04306494,1981-12-22,100,5,9
US04305330,1981-12-15,100,35,6
US04304178,1981-12-08,100,323,6
US04303012,1981-12-01,100,272,11
US04303011,1981-12-01,100,122,18
US04303010,1981-12-01,100,100,13
US04301723,1981-11-24,100,271,13
US04301722,1981-11-24,100,218,14
US04301721,1981-11-24,100,170,10
US04301720,1981-11-24,100,12,18
US04300449,1981-11-17,100,98R,6
US04299162,1981-11-10,100,43,4
US04297943,1981-11-03,100,129,5
US04296684,1981-10-27,100,292,8
US04296683,1981-10-27,100,351,8
US04294170,1981-10-13,100,216,2
US04294169,1981-10-13,100,48,41
US04292892,1981-10-06,100,218,8
US04292891,1981-10-06,100,193,5
US04291619,1981-09-29,100,43,4
US04291618,1981-09-29,100,35,23
US04290354,1981-09-22,100,218,9
US04290353,1981-09-22,100,162B,35
US04290352,1981-09-22,100,100,2
US04290351,1981-09-22,100,47,45
US04289068,1981-09-15,100,215,8
US04289067,1981-09-15,100,117,12
US04289066,1981-09-15,100,346,3
US04289065,1981-09-15,100,129,4
US04287823,1981-09-08,100,129,14
US04287822,1981-09-08,100,35,34
US04286515,1981-09-01,100,233,2
US04286514,1981-09-01,100,211,4
US04286513,1981-09-01,100,102,10
US04286512,1981-09-01,100,74,7
US04286511,1981-09-01,100,35,4
US04285273,1981-08-25,100,35,15
US04284000,1981-08-18,100,229A,35
US04282804,1981-08-11,100,5,8
US04282803,1981-08-11,100,5,7
US04280403,1981-07-28,100,43,1
US04279198,1981-07-21,100,229A,20
US04279197,1981-07-21,100,117,3
US04278016,1981-07-14,100,224,25
US04278015,1981-07-14,100,344,14
US04278014,1981-07-14,100,26,4
US04276823,1981-07-07,100,257,15
US04276822,1981-07-07,100,207,18
US04275651,1981-06-30,100,229A,18
US04275650,1981-06-30,100,45,13
US04275649,1981-06-30,100,4,10
US04274332,1981-06-23,100,299,10
US04273037,1981-06-16,100,91,10
US04273036,1981-06-16,100,88,3
US04273035,1981-06-16,100,37,40
US04273034,1981-06-16,100,8,1
US04271756,1981-06-09,100,220,8
US04271755,1981-06-09,100,52,38
US04271754,1981-06-09,100,37,7
US04270447,1981-06-02,100,70R,7
US04270446,1981-06-02,100,8,5
US04270445,1981-06-02,100,4,15
US04269116,1981-05-26,100,99,7
US04269115,1981-05-26,100,98R,14
US04269114,1981-05-26,100,345,16
US04267770,1981-05-19,100,122,10
US04266475,1981-05-12,100,168,7
US04266474,1981-05-12,100,118,72
US04266473,1981-05-12,100,117,10
US04265171,1981-05-05,100,118,8
US04265170,1981-05-05,100,49,8
US04263844,1981-04-28,100,215,2
US04263843,1981-04-28,100,37,10
US04262588,1981-04-21,100,234,10
US04262587,1981-04-21,100,4,5
US04261259,1981-04-14,100,152,10
US04259900,1981-04-07,100,88,4
US04258766,1981-03-31,100,295,2
US04258620,1981-03-31,100,224,12
US04258619,1981-03-31,100,88,5
US04257322,1981-03-24,100,229A,9
US04257321,1981-03-24,100,219,9
US04256035,1981-03-17,100,145,35
US04256034,1981-03-17,100,38,9
US04256033,1981-03-17,100,37,11
US04256032,1981-03-17,100,26,5
US04256031,1981-03-17,100,65,2
US04254703,1981-03-10,100,2,31
US04253392,1981-03-03,100,155R,3
US04253391,1981-03-03,100,154,5
US04253390,1981-03-03,100,45,24
US04253389,1981-03-03,100,5,25
US04253388,1981-03-03,100,39,1
US04253387,1981-03-03,100,5,14
US04252058,1981-02-24,100,173,10
US04252057,1981-02-24,100,88,15
US04250805,1981-02-17,100,269.05,7
US04248144,1981-02-03,100,244,14
US04248143,1981-02-03,100,5,3
US04244287,1981-01-13,100,37,11
US04242954,1981-01-06,100,176,6
US04242953,1981-01-06,100,100,4
US04365548,1982-12-28,100,154,10
US04365547,1982-12-28,100,38,5
US04364311,1982-12-21,100,6,15
US04363267,1982-12-14,100,255,7
US04362097,1982-12-07,100,99,5
US04362096,1982-12-07,100,10,4
US04358995,1982-11-16,100,98R,10
US04358994,1982-11-16,100,45,5
US04358142,1982-11-09,100,299,1
US04357866,1982-11-09,100,162R,17
US04357865,1982-11-09,100,117,4
US04356764,1982-11-02,100,169,15
US04356763,1982-11-02,100,48,16
US04355575,1982-10-26,100,245,6
US04355574,1982-10-26,100,234,10
US04355573,1982-10-26,100,121,7
US04354430,1982-10-19,100,192,3
US04354429,1982-10-19,100,5,6
US04353296,1982-10-12,100,121,9
US04353295,1982-10-12,100,8,6
US04351233,1982-09-28,100,48,9
US04350091,1982-09-21,100,271,5
US04350090,1982-09-21,100,216,14
US04350089,1982-09-21,100,116,9
US04348952,1982-09-14,100,158R,13
US04348951,1982-09-14,100,127,4
US04347784,1982-09-07,100,162R,11
US04346654,1982-08-31,100,268,4
US04346653,1982-08-31,100,37,39
US04345520,1982-08-24,100,293,8
US04345519,1982-08-24,100,215,12
US04345518,1982-08-24,100,98R,6
US04343236,1982-08-10,100,214,5
US04343235,1982-08-10,100,204,4
US04343234,1982-08-10,100,158R,7
US04343233,1982-08-10,100,116,12
US04341154,1982-07-27,100,194,8
US04341153,1982-07-27,100,35,31
US04337695,1982-07-06,100,195,4
US04337694,1982-07-06,100,45,9
US04336750,1982-06-29,100,88,4
US04334469,1982-06-15,100,110,5
US04334468,1982-06-15,100,311,6
US04334467,1982-06-15,100,89,7
US04334466,1982-06-15,100,4,9
US04333397,1982-06-08,100,233,18
US04333396,1982-06-08,100,233,14
US04333395,1982-06-08,100,233,7
US04333394,1982-06-08,100,42,4
US04332192,1982-06-01,100,168,3
US04332191,1982-06-01,100,162R,14
US04331074,1982-05-25,100,215,19
US04331073,1982-05-25,100,154,7
US04328744,1982-05-11,100,162B,32
US04328743,1982-05-11,100,49,1
US04328742,1982-05-11,100,32,15
US04327634,1982-05-04,100,155G,26
US04326457,1982-04-27,100,218,8
US04326456,1982-04-27,100,41,17
US04325300,1982-04-20,100,295,3
US04325299,1982-04-20,100,295,4
US04325298,1982-04-20,100,214,2
US04324177,1982-04-13,100,155R,8
US04324176,1982-04-13,100,3,1
US04323009,1982-04-06,100,240,8
US04323008,1982-04-06,100,214,3
US04323007,1982-04-06,100,37,3
US04320701,1982-03-23,100,3,1
US04319522,1982-03-16,100,162B,10
US04316411,1982-02-23,100,50,11
US04316410,1982-02-23,100,48,14
US04315459,1982-02-16,100,39,4
US04313375,1982-02-02,100,37,16
US04312267,1982-01-26,100,179,6
US04312266,1982-01-26,100,7,16
US04311092,1982-01-19,100,214,14
US04311091,1982-01-19,100,161,12
US04311090,1982-01-19,100,3,15
US04309944,1982-01-12,100,104,11
US04422375,1983-12-27,100,210,2
US04422374,1983-12-27,100,88,3
US04422373,1983-12-27,100,88,10
US04421022,1983-12-20,100,98R,10
US04419929,1983-12-13,100,257,15
US04419928,1983-12-13,100,7,13
US04417512,1983-11-29,100,266,11
US04417511,1983-11-29,100,229R,1
US04417510,1983-11-29,100,98R,16
US04416197,1983-11-22,100,214,21
US04416196,1983-11-22,100,7,16
US04414891,1983-11-15,100,245,15
US04414890,1983-11-15,100,162B,20
US04414889,1983-11-15,100,162B,8
US04414888,1983-11-15,100,88,2
US04414887,1983-11-15,100,45,1
US04413555,1983-11-08,100,214,5
US04413554,1983-11-08,100,43,3
US04413553,1983-11-08,100,4,5
US04412486,1983-11-01,100,229R,6
US04412485,1983-11-01,100,117,4
US04412484,1983-11-01,100,7,5
US04409891,1983-10-18,100,189,6
US04408522,1983-10-11,100,295,1
US04408521,1983-10-11,100,229R,8
US04408520,1983-10-11,100,324,10
US04407191,1983-10-04,100,99,16
US04407190,1983-10-04,100,88,2
US04406221,1983-09-27,100,88,11
US04406220,1983-09-27,100,49,7
US04406219,1983-09-27,100,7,7
US04405277,1983-09-20,100,196,1
US04403545,1983-09-13,100,215,5
US04403544,1983-09-13,100,189,7
US04403543,1983-09-13,100,34,7
US04403542,1983-09-13,100,2,13
US04402260,1983-09-06,100,35,4
US04402259,1983-09-06,100,5,11
US04401023,1983-08-30,100,148,5
US04401022,1983-08-30,100,100,11
US04401021,1983-08-30,100,14,17
US04401020,1983-08-30,100,7,34
US04399747,1983-08-23,100,162B,16
US04399746,1983-08-23,100,88,16
US04399745,1983-08-23,100,2,4
US04398456,1983-08-16,100,98R,10
US04398455,1983-08-16,100,7,23
US04397232,1983-08-09,100,214,14
US04397231,1983-08-09,100,117,5
US04397230,1983-08-09,100,45,17
US04397229,1983-08-09,100,7,15
US04395944,1983-08-02,100,168,7
US04395942,1983-08-02,100,37,6
US04395941,1983-08-02,100,34,4
US04394834,1983-07-26,100,245,13
US04393767,1983-07-19,100,229A,16
US04393766,1983-07-19,100,99,10
US04393765,1983-07-19,100,98R,2
US04393764,1983-07-19,100,88,6
US04393763,1983-07-19,100,2,12
US04392422,1983-07-12,100,118,5
US04391188,1983-07-05,100,229A,20
US04391187,1983-07-05,100,88,10
US04391186,1983-07-05,100,7,18
US04389933,1983-06-28,100,162B,20
US04389932,1983-06-28,100,162B,9
US04389931,1983-06-28,100,90,10
US04389930,1983-06-28,100,88,9
US04389929,1983-06-28,100,88,8
US04389928,1983-06-28,100,37,4
US04388860,1983-06-21,100,270,12
US04387637,1983-06-14,100,264,8
US04387636,1983-06-14,100,232,11
US04387635,1983-06-14,100,214,5
US04387634,1983-06-14,100,211,7
US04387633,1983-06-14,100,48,15
US04387632,1983-06-14,100,45,7
US04387631,1983-06-14,100,32,4
US04386561,1983-06-07,100,5,9
US04385557,1983-05-31,100,107,14
US04385556,1983-05-31,100,98R,1
US04385555,1983-05-31,100,19R,5
US04384517,1983-05-24,100,214,14
US04384516,1983-05-24,100,154,13
US04384515,1983-05-24,100,100,38
US04384514,1983-05-24,100,38,16
US04383480,1983-05-17,100,98R,7
US04382406,1983-05-10,100,98R,5
US04382405,1983-05-10,100,7,10
US04381704,1983-05-03,100,35,13
US04380954,1983-04-26,100,35,12
US04379426,1983-04-12,100,100,47
US04378732,1983-04-05,100,5,17
US04376410,1983-03-15,100,214,17
US04375786,1983-03-08,100,189,17
US04375785,1983-03-08,100,35,17
US04375188,1983-03-01,100,162R,6
US04375187,1983-03-01,100,88,6
US04375186,1983-03-01,100,7,21
US04374491,1983-02-22,100,73,4
US04373435,1983-02-15,100,49,13
US04373434,1983-02-15,100,43,7
US04373433,1983-02-15,100,37,5
US04372202,1983-02-08,100,342,6
US04372201,1983-02-08,100,7,45
US04370924,1983-02-01,100,189,4
US04370923,1983-02-01,100,47,10
US04369700,1983-01-25,100,215,36
US04369699,1983-01-25,100,156,20
US04366752,1983-01-04,100,162R,4
US04366751,1983-01-04,100,80,4
US04489649,1984-12-25,100,215,5
US04489648,1984-12-25,100,191,9
US04488482,1984-12-18,100,37,7
US04487120,1984-12-11,100,40,12
US04485734,1984-12-04,100,168,10
US04485733,1984-12-04,100,311,3
US04484518,1984-11-27,100,4,29
US04483248,1984-11-20,100,99,10
US04483247,1984-11-20,100,88,17
US04483246,1984-11-20,100,35,15
US04483245,1984-11-20,100,7,15
US04481876,1984-11-13,100,38,5
US04480538,1984-11-06,100,48,5
US04480537,1984-11-06,100,38,16
US04480536,1984-11-06,100,6,8
US04479428,1984-10-30,100,210,5
US04479427,1984-10-30,100,102,15
US04479426,1984-10-30,100,37,8
US04476780,1984-10-16,100,214,12
US04476779,1984-10-16,100,7,1
US04475454,1984-10-09,100,229A,19
US04475453,1984-10-09,100,118,63
US04475452,1984-10-09,100,117,9
US04475451,1984-10-09,100,107,15
US04475450,1984-10-09,100,100,12
US04475449,1984-10-09,100,42,6
US04474108,1984-10-02,100,45,10
US04473005,1984-09-25,100,7,12
US04471690,1984-09-18,100,162R,4
US04470346,1984-09-11,100,214,10
US04467718,1984-08-28,100,151,1
US04467717,1984-08-28,100,117,5
US04467716,1984-08-28,100,45,14
US04467715,1984-08-28,100,45,3
US04467714,1984-08-28,100,43,28
US04467713,1984-08-28,100,37,2
US04467712,1984-08-28,100,8,10
US04466346,1984-08-21,100,112,5
US04466345,1984-08-21,100,19R,10
US04464987,1984-08-14,100,215,7
US04464986,1984-08-14,100,163R,4
US04464985,1984-08-14,100,47,6
US04463670,1984-08-07,100,45,5
US04463669,1984-08-07,100,43,37
US04463668,1984-08-07,100,24,3
US04463667,1984-08-07,100,2,21
US04462310,1984-07-31,100,219,6
US04461206,1984-07-24,100,208,2
US04459909,1984-07-17,100,295,1
US04459908,1984-07-17,100,218,6
US04459907,1984-07-17,100,118,4
US04459906,1984-07-17,100,45,2
US04459905,1984-07-17,100,35,14
US04459904,1984-07-17,100,11,19
US04458588,1984-07-10,100,100,1
US04458587,1984-07-10,100,88,2
US04457227,1984-07-03,100,117,2
US04457226,1984-07-03,100,5,28
US04455932,1984-06-26,100,269.12,8
US04455931,1984-06-26,100,37,32
US04455930,1984-06-26,100,3,16
US04454808,1984-06-19,100,4,7
US04453461,1984-06-12,100,255,18
US04453460,1984-06-12,100,73,6
US04453459,1984-06-12,100,35,14
US04452135,1984-06-05,100,153,10
US04452134,1984-06-05,100,90,6
US04452133,1984-06-05,100,88,12
US04450764,1984-05-29,100,37,15
US04450763,1984-05-29,100,31,20
US04449448,1984-05-22,100,153,17
US04448119,1984-05-15,100,231,19
US04446788,1984-05-08,100,117,10
US04446787,1984-05-08,100,99,2
US04446786,1984-05-08,100,88,10
US04446785,1984-05-08,100,35,22
US04446784,1984-05-08,100,27,5
US04446783,1984-05-08,100,5,7
US04445430,1984-05-01,100,35,25
US04444100,1984-04-24,100,157,6
US04444099,1984-04-24,100,127,11
US04444098,1984-04-24,100,88,10
US04444097,1984-04-24,100,4,10
US04442768,1984-04-17,100,233,14
US04442767,1984-04-17,100,116,6
US04442766,1984-04-17,100,35,22
US04442765,1984-04-17,100,6,6
US04441417,1984-04-10,100,176,22
US04441416,1984-04-10,100,171,8
US04441415,1984-04-10,100,35,23
US04440077,1984-04-03,100,162B,32
US04440076,1984-04-03,100,117,9
US04440075,1984-04-03,100,5,5
US04438691,1984-03-27,100,117,10
US04438690,1984-03-27,100,116,7
US04438689,1984-03-27,100,25,8
US04437399,1984-03-20,100,4,7
US04436030,1984-03-13,100,268,9
US04436029,1984-03-13,100,250,13
US04436028,1984-03-13,100,121,6
US04436027,1984-03-13,100,88,5
US04436026,1984-03-13,100,45,11
US04434713,1984-03-06,100,168,17
US04433620,1984-02-28,100,43,9
US04433619,1984-02-28,100,40,6
US04432279,1984-02-21,100,171,8
US04432278,1984-02-21,100,349,13
US04432277,1984-02-21,100,37,5
US04430934,1984-02-14,100,341,14
US04429629,1984-02-07,100,226,21
US04429628,1984-02-07,100,117,10
US04429627,1984-02-07,100,35,5
US04428282,1984-01-31,100,88,6
US04426928,1984-01-24,100,233,16
US04426927,1984-01-24,100,219,4
US04426926,1984-01-24,100,88,18
US04426925,1984-01-24,100,65,34
US04425843,1984-01-17,100,229A,8
US04425842,1984-01-17,100,37,22
US04424742,1984-01-10,100,229R,4
US04424741,1984-01-10,100,349,13
US04424740,1984-01-10,100,52,17
US04423674,1984-01-03,100,99,10
US04423673,1984-01-03,100,28,4
US04423672,1984-01-03,100,4,8
US04561351,1985-12-31,100,233,11
US04561350,1985-12-31,100,98R,2
US04561349,1985-12-31,100,26,5
US04559870,1985-12-24,100,215,6
US04558641,1985-12-17,100,198,8
US04557190,1985-12-10,100,98R,20
US04557189,1985-12-10,100,4,15
US04555988,1985-12-03,100,154,10
US04555987,1985-12-03,100,118,7
US04554868,1985-11-26,100,229R,6
US04554867,1985-11-26,100,3,12
US04552062,1985-11-12,100,95,4
US04552061,1985-11-12,100,343,7
US04550658,1985-11-05,100,215,9
US04550657,1985-11-05,100,43,10
US04549482,1985-10-29,100,191,7
US04549481,1985-10-29,100,98R,3
US04549480,1985-10-29,100,88,7
US04548133,1985-10-22,100,153,6
US04548132,1985-10-22,100,52,51
US04548131,1985-10-22,100,1,7
US04546698,1985-10-15,100,121,8
US04545299,1985-10-08,100,112,18
US04545298,1985-10-08,100,88,11
US04543881,1985-10-01,100,121,1
US04543880,1985-10-01,100,37,8
US04542689,1985-09-24,100,215,6
US04542688,1985-09-24,100,173,11
US04541332,1985-09-17,100,3,9
US04538512,1985-09-03,100,131,10
US04538511,1985-09-03,100,7,16
US04537123,1985-08-27,100,125,4
US04535689,1985-08-20,100,214,20
US04534286,1985-08-13,100,219,9
US04534285,1985-08-13,100,88,3
US04532861,1985-08-06,100,233,8
US04532860,1985-08-06,100,90,10
US04532859,1985-08-06,100,35,19
US04530279,1985-07-23,100,5,5
US04528903,1985-07-16,100,229R,28
US04526097,1985-07-02,100,215,7
US04526096,1985-07-02,100,351,11
US04526095,1985-07-02,100,39,7
US04526094,1985-07-02,100,35,10
US04524685,1985-06-25,100,210,40
US04524684,1985-06-25,100,117,10
US04524683,1985-06-25,100,3,5
US04523521,1985-06-18,100,259,4
US04522120,1985-06-11,100,4,3
US04520724,1985-06-04,100,339,8
US04520723,1985-06-04,100,162B,32
US04520722,1985-06-04,100,99,26
US04520721,1985-06-04,100,88,11
US04520720,1985-06-04,100,26,15
US04519309,1985-05-28,100,229R,5
US04519308,1985-05-28,100,102,5
US04519307,1985-05-28,100,99,25
US04519306,1985-05-28,100,35,49
US04517892,1985-05-21,100,292,13
US04517891,1985-05-21,100,88,3
US04517890,1985-05-21,100,5,16
US04517889,1985-05-21,100,5,5
US04516492,1985-05-14,100,192,6
US04516491,1985-05-14,100,158R,2
US04516490,1985-05-14,100,107,19
US04516489,1985-05-14,100,98R,12
US04516488,1985-05-14,100,4,19
US04513659,1985-04-30,100,117,15
US04512253,1985-04-23,100,351,25
US04512252,1985-04-23,100,351,12
US04510861,1985-04-16,100,88,12
US04510860,1985-04-16,100,49,25
US04510859,1985-04-16,100,35,20
US04510858,1985-04-16,100,35,8
US04510857,1985-04-16,100,351,23
US04509419,1985-04-09,100,117,11
US04509418,1985-04-09,100,97,7
US04509417,1985-04-09,100,90,14
US04509416,1985-04-09,100,25,9
US04509415,1985-04-09,100,2,18
US04508030,1985-04-02,100,26,12
US04505197,1985-03-19,100,5,5
US04503767,1985-03-12,100,214,16
US04503766,1985-03-12,100,207,3
US04503765,1985-03-12,100,118,6
US04503764,1985-03-12,100,117,5
US04503763,1985-03-12,100,35,10
US04503762,1985-03-12,100,4,11
US04502379,1985-03-05,100,214,6
US04502378,1985-03-05,100,65,1
US04501198,1985-02-26,100,98R,10
US04501197,1985-02-26,100,35,19
US04499824,1985-02-19,100,48,8
US04499823,1985-02-19,100,121,13
US04499822,1985-02-19,100,117,2
US04499821,1985-02-19,100,51,7
US04498385,1985-02-12,100,233,12
US04498384,1985-02-12,100,224,1
US04498383,1985-02-12,100,162B,31
US04498382,1985-02-12,100,117,2
US04498381,1985-02-12,100,100,6
US04498380,1985-02-12,100,98R,7
US04498379,1985-02-12,100,2,3
US04497247,1985-02-05,100,214,7
US04497246,1985-02-05,100,35,64
US04495862,1985-01-29,100,34,13
US04493251,1985-01-15,100,341,1
US04492156,1985-01-08,100,229R,2
US04492155,1985-01-08,100,118,6
US04492154,1985-01-08,100,346,4
US04491067,1985-01-01,100,121,7
US04630536,1986-12-23,100,229R,11
US04630535,1986-12-23,100,127,8
US04628809,1986-12-16,100,208,9
US04627341,1986-12-09,100,41,33
US04627340,1986-12-09,100,5,3
US04625637,1986-12-02,100,47,25
US04625636,1986-12-02,100,35,15
US04625635,1986-12-02,100,26,1
US04624180,1986-11-25,100,41,29
US04624179,1986-11-25,100,4,9
US04622894,1986-11-18,100,118,3
US04622893,1986-11-18,100,2,10
US04620479,1986-11-04,100,215,5
US04619195,1986-10-28,100,154,5
US04619194,1986-10-28,100,127,8
US04619193,1986-10-28,100,13,13
US04617863,1986-10-21,100,194,15
US04617862,1986-10-21,100,353,18
US04615745,1986-10-07,100,38,15
US04614154,1986-09-30,100,116,11
US04612855,1986-09-23,100,5,9
US04611535,1986-09-16,100,43,5
US04611534,1986-09-16,100,26,11
US04611533,1986-09-16,100,7,15
US04610199,1986-09-09,100,269.09,2
US04608922,1986-09-02,100,264,10
US04607570,1986-08-26,100,116,8
US04606266,1986-08-19,100,233,7
US04606265,1986-08-19,100,345,10
US04606264,1986-08-19,100,38,4
US04604949,1986-08-12,100,194,4
US04603626,1986-08-05,100,215,12
US04603625,1986-08-05,100,347,19
US04602560,1986-07-29,100,3,8
US04601238,1986-07-22,100,45,8
US04599941,1986-07-15,100,215,3
US04599940,1986-07-15,100,154,20
US04599939,1986-07-15,100,2,7
US04597327,1986-07-01,100,295,2
US04597326,1986-07-01,100,50,10
US04594942,1986-06-17,100,137,3
US04593615,1986-06-10,100,227,20
US04587896,1986-05-13,100,117,10
US04587895,1986-05-13,100,3,4
US04586430,1986-05-06,100,118,6
US04584936,1986-04-29,100,118,22
US04584935,1986-04-29,100,26,16
US04581992,1986-04-15,100,117,13
US04579053,1986-04-01,100,229A,10
US04579052,1986-04-01,100,5,1
US04577554,1986-03-25,100,26,16
US04577553,1986-03-25,100,4,2
US04576092,1986-03-18,100,218,13
US04573405,1986-03-04,100,157,11
US04573404,1986-03-04,100,151,8
US04573403,1986-03-04,100,43,23
US04573402,1986-03-04,100,38,17
US04572066,1986-02-25,100,295,5
US04572065,1986-02-25,100,35,9
US04572064,1986-02-25,100,8,18
US04570536,1986-02-18,100,345,7
US04570535,1986-02-18,100,7,1
US04569282,1986-02-11,100,189,8
US04569281,1986-02-11,100,103,7
US04567821,1986-02-04,100,100,24
US04567820,1986-02-04,100,65,16
US04566381,1986-01-28,100,121,5
US04566380,1986-01-28,100,89,8
US04566379,1986-01-28,100,89,14
US04566378,1986-01-28,100,26,7
US04565126,1986-01-21,100,214,4
US04565125,1986-01-21,100,214,20
US04565124,1986-01-21,100,117,10
US04565123,1986-01-21,100,43,10
US04715276,1987-12-29,100,121,5
US04714016,1987-12-22,100,212,17
US04714015,1987-12-22,100,154,10
US04712472,1987-12-15,100,37,20
US04711169,1987-12-08,100,257,5
US04711168,1987-12-08,100,154,11
US04709629,1987-12-01,100,162B,18
US04709628,1987-12-01,100,148,5
US04709627,1987-12-01,100,30,9
US04706560,1987-11-17,100,102,2
US04700624,1987-10-20,100,224,1
US04700623,1987-10-20,100,52,19
US04700622,1987-10-20,100,45,11
US04699050,1987-10-13,100,168,6
US04697511,1987-10-06,100,37,13
US04697510,1987-10-06,100,14,7
US04697509,1987-10-06,100,233,19
US04696227,1987-09-29,100,90,23
US04694744,1987-09-22,100,214,9
US04693177,1987-09-15,100,154,9
US04691629,1987-09-08,100,121,20
US04691628,1987-09-08,100,37,3
US04690049,1987-09-01,100,214,7
US04688480,1987-08-25,100,144,8
US04688479,1987-08-25,100,133,8
US04686897,1987-08-18,100,214,20
US04685391,1987-08-11,100,242,10
US04685390,1987-08-11,100,168,42
US04685389,1987-08-11,100,329,7
US04683816,1987-08-04,100,121,3
US04683815,1987-08-04,100,88,1
US04683814,1987-08-04,100,37,37
US04682539,1987-07-28,100,265,1
US04681033,1987-07-21,100,118,5
US04681032,1987-07-21,100,34,47
US04677909,1987-07-07,100,229A,10
US04677908,1987-07-07,100,346,4
US04676154,1987-06-30,100,37,6
US04676153,1987-06-30,100,7,4
US04674404,1987-06-23,100,234,1
US04674403,1987-06-23,100,4,9
US04671173,1987-06-09,100,38,25
US04669375,1987-06-02,100,45,14
US04669374,1987-06-02,100,39,7
US04667593,1987-05-26,100,215,10
US04667592,1987-05-26,100,88,20
US04665819,1987-05-19,100,154,13
US04665818,1987-05-19,100,154,11
US04665817,1987-05-19,100,98R,4
US04665816,1987-05-19,100,38,20
US04665815,1987-05-19,100,2,5
US04662275,1987-05-05,100,89,5
US04660469,1987-04-28,100,95,14
US04658720,1987-04-21,100,226,9
US04658719,1987-04-21,100,218,4
US04658718,1987-04-21,100,194,7
US04658717,1987-04-21,100,216,5
US04658716,1987-04-21,100,38,10
US04658715,1987-04-21,100,2,18
US04656938,1987-04-14,100,189,8
US04656937,1987-04-14,100,100,14
US04656931,1987-04-14,100,4,10
US04656930,1987-04-14,100,3,2
US04655128,1987-04-07,100,145,3
US04653398,1987-03-31,100,233,14
US04653397,1987-03-31,100,76,9
US04653396,1987-03-31,100,38,20
US04653395,1987-03-31,100,38,22
US04653394,1987-03-31,100,2,4
US04651639,1987-03-24,100,121,8
US04651638,1987-03-24,100,211,5
US04651637,1987-03-24,100,117,6
US04651636,1987-03-24,100,95,7
US04649813,1987-03-17,100,227,10
US04649812,1987-03-17,100,5,9
US04646633,1987-03-03,100,37,13
US04644862,1987-02-24,100,189,11
US04644861,1987-02-24,100,37,24
US04644860,1987-02-24,100,35,15
US04643088,1987-02-17,100,37,9
US04643087,1987-02-17,100,35,16
US04641574,1987-02-10,100,229A,22
US04638731,1987-01-27,100,282,5
US04638730,1987-01-27,100,229A,18
US04637306,1987-01-20,100,233,4
US04635544,1987-01-13,100,98R,23
US04635543,1987-01-13,100,89,20
US04635542,1987-01-13,100,3,10
US04635541,1987-01-13,100,2,6
US04633776,1987-01-06,100,158R,13
US04633775,1987-01-06,100,297,6
US04633774,1987-01-06,100,43,1
US04793250,1988-12-27,100,35,6
US04793249,1988-12-27,100,13,10
US04791865,1988-12-20,100,218,14
US04791864,1988-12-20,100,117,13
US04791863,1988-12-20,100,35,15
US04788911,1988-12-06,100,155G,17
US04788910,1988-12-06,100,120,4
US04788909,1988-12-06,100,102,19
US04788908,1988-12-06,100,47,2
US04788901,1988-12-06,100,188R,7
